value,anomaly
-0.864618383343398,0
-1.057734157592506,0
-1.4778018212911235,0
-1.4595833367031101,0
-1.4775488830737755,0
-1.367948059059433,0
-1.3592631915688749,0
-1.12585490487435,0
-1.3196706804868685,1
-0.3507609802547931,0
0.01878696377593858,0
0.39901844645956164,0
0.6716286570341898,0
1.0442396861801098,0
1.2884723237504234,0
1.3730084180907518,0
1.6369731809782646,0
1.5089683451614162,0
1.2678928164088301,0
1.2050113848112214,0
0.8085767531716623,0
0.611218174307695,0
1.1590161826653205,1
-1.1522594181658912,1
-1.209587778399266,1
-1.102581162837346,1
-1.1760391592791581,1
-1.2233631599398356,1
-1.230733139115201,1
-10.578119333173028,1
-1.1260576508280504,1
-1.251173315337705,1
-1.6950694849037382,1
-0.697044113041323,0
-0.3522830207975316,0
0.062038743677709896,0
0.37400997263813096,0
1.8390420796612696,1
1.0069713964001874,0
1.4705045757472437,0
1.4735098255251082,0
1.4327532759111863,0
1.3931139387384488,0
1.3934260098422673,0
1.1390101552642453,0
0.9352279154956102,0
0.5876796508700273,0
0.18253768189718755,0
-0.2515093792015879,0
-0.6658003708784559,0
-0.9151664998437425,0
-1.091539954589427,0
-1.3411835478892655,0
-1.566861284496432,0
-1.4840515232035685,0
-1.3976859709630656,0
-1.3327811959681046,0
-1.0152912759471153,0
-0.7182648572691219,0
-0.4587576030845799,0
0.026834052026129207,0
0.4150936702249055,0
1.7489510688922174,1
1.1058558127956517,0
1.1631666856562406,0
1.3562478964490987,0
1.535667737683057,0
1.5119648224114481,0
1.3958691551719822,0
1.4447247259627884,0
0.9244946667406913,0
1.3550972318854568,1
0.2595499826084433,0
-0.1391455064985223,0
-0.5758320223750424,0
-0.8247551869017204,0
-1.2137317552540052,0
-1.3750019742045314,0
-1.5098331421802165,0
-1.4908995321884326,0
-1.2529853819422154,0
-1.4065367776974007,0
-0.9753511446149421,0
-0.8435842014917956,0
-0.40842972068148065,0
0.08167129477256019,0
0.3778558321794465,0
0.6417996528078778,0
0.9731728806985362,0
1.317461719423128,0
1.3718072770639473,0
1.5132744868610555,0
1.476848764085818,0
1.4114009294817162,1
1.3165656708630773,0
0.9292218051125545,0
0.40030113502769193,0
0.20198392395416054,0
-0.2376338352040861,0
-0.4882543289173089,0
-0.941116933821168,0
-1.1643750972737044,0
-1.3193665327754962,0
-1.4084992365302735,0
-1.5870623231715904,0
-1.451672367130799,0
-1.3021127865900919,0
-1.0758203513360591,0
-0.5902214431314903,0
-0.3426612024252016,0
-0.09456629657512128,0
0.4418744767763947,0
0.8817922259285229,0
2.07360439371036,1
1.1525391408064767,0
1.3902672189777636,0
1.5920584288314044,0
5.200204959867633,1
1.3905270358099964,0
1.213867418170885,0
0.8121580930703565,0
0.5477224273223675,0
-0.055095200158737256,0
-10.578119333173028,1
-0.5711294403815117,0
-0.9752616170860788,0
-1.0333390163688136,0
-1.464501182046078,0
-1.5064342125953072,0
-1.487234549345951,0
-1.3184892777627724,0
-1.3741815495914729,0
-0.9395833774814015,0
-0.7218630315760945,0
-0.44664797957586977,0
0.07861803741000911,1
0.387964307915297,0
0.6776142453656653,0
1.0320558152672845,0
1.2375933684883895,0
1.435098575336573,0
1.5466998932314868,0
1.592382137303932,0
1.264404416287011,0
1.3157473672628983,0
0.7352712934745167,0
0.540802946899344,0
0.23212364083279713,0
-0.16692546026632904,0
-0.5988892930135599,0
-0.8972870472155021,0
-1.1927449342631053,0
-1.4014429354698503,0
-1.4097107188164584,0
-1.4702639311950279,0
-1.478552994087277,0
-1.199021897595527,0
-1.0037731948272857,0
-0.6616658522396506,0
-0.32581266760301375,0
-0.06217462581915978,0
0.3310212527325236,0
0.7786775315368288,0
1.0725984288005503,0
1.264924268705716,0
1.435384328190891,0
1.5928649598265396,0
1.4290630219303457,0
1.3982728822867823,0
1.1406054152311436,0
0.8653517881966719,0
0.6345950929260429,0
0.24990607652054653,0
-0.12698662764641888,0
-0.4542759184904499,0
-0.8801025903162571,0
-1.1046233913165642,0
-1.380510585443539,0
-1.4491183996563999,0
-1.5068008217199838,0
-1.4193100770682783,0
-1.2218551113452465,0
-1.0881872101355343,0
-0.5657014654761543,0
-0.4484861343597517,0
-10.578119333173028,1
0.45989314625979105,0
0.7820052131997945,0
1.0736296451719443,0
1.3136178014478421,0
1.425666266479217,0
1.4297460147809709,0
1.4791162179575603,0
1.3064534503356167,0
1.2289038441700102,0
0.8706485748260446,0
1.0225834684547899,1
0.1638959122224808,0
-0.15702999127578376,0
-0.594466170487312,0
-0.9433444081062055,0
-1.1374933233017996,0
-1.3388680858658804,0
-1.5114516142458694,0
-1.5323679655637807,0
-1.409181029140906,0
-1.3750982138653196,0
-1.9092881253814278,1
-0.7765138277465065,0
-0.3890433671256739,0
0.02331806741986675,0
0.4836865470185119,0
0.7869549828927349,0
1.014825269145783,0
1.2650656726603247,0
1.3513950720948964,0
1.4956516074429782,0
1.4517814781740226,0
1.3814444707243863,0
1.4765029861785104,1
0.9206288670067844,0
5.200204959867633,1
0.17984283921218047,0
-0.1578714711890452,0
-0.5004260296486907,0
-0.911769413830152,0
-1.1389629280279046,0
-1.3562961486403946,0
-1.466105168701871,0
-1.5550158264315677,0
0.9538792472176829,1
-0.07245735449579271,1
-1.2422348292797132,1
-1.5264430827946942,1
-1.06647478135584,1
0.044033579780317744,1
1.0388289756909783,1
1.553763439444109,1
1.1177533129236448,1
0.2908962541474249,1
1.363605636279177,0
1.4520856442341064,0
1.3141386967697954,0
1.3178089520729683,0
1.0988349145471519,0
0.8929574124244213,0
5.200204959867633,1
-0.17128733671235263,1
-1.1167180624825015,1
-2.0954546032017136,1
-2.949058978789849,1
-3.6188759263007046,1
-2.171986167879382,1
-4.836071468653959,1
-5.4085820835883105,1
-5.961772948350582,1
-5.894976977934837,0
-5.4252802308306265,0
-5.231220999546521,0
-4.780198607349256,0
-4.619582074409562,0
-4.171918295974237,0
-3.776976211368554,0
-3.469655796574605,0
-3.267263022107917,0
-3.026701480631206,0
-3.083031439561287,0
-3.0372475852835645,0
-3.1337372489225777,0
-3.3056472232819214,0
-3.5649510057046356,0
-4.032161327860836,0
-4.427058712458727,0
-4.592174088704077,0
-5.0272632781285544,0
-5.4378143686804545,0
-5.539433465999496,0
-5.8485649811270655,0
-5.8849835872882466,0
-5.991976206536648,0
-5.772028680076577,0
-5.634841325069775,0
-5.545492970028956,0
-5.14976268983099,0
-4.824631634528391,0
-4.3973526331850685,0
-4.199334428796224,0
-3.7259156293475435,0
-3.393797504593249,0
-3.365413573228702,0
-3.162159614007198,0
-3.1559023206895995,0
-3.0467746364903103,0
5.200204959867633,1
-3.231553356929118,0
-3.6127650130298115,0
-3.825667005055138,0
-4.415507759019661,0
-4.815753533298091,0
-5.056352906444278,0
-5.352872969768274,0
-5.658221970270748,0
-6.012298736202025,0
-5.980114879056494,0
-1.3166112624991757,1
-3.5302775030096214,1
-4.569144377118057,1
-5.652359874696167,1
-6.0480286877414215,1
-5.488359191618676,1
-4.485375728092578,1
-3.53761213962129,1
-3.0523701193354764,1
-3.3102116469253913,1
-3.273277433124907,0
-3.132880687976944,0
-3.0109871843541844,0
5.200204959867633,1
-3.184283119202018,0
-3.4340709777804905,0
-3.4709677365925726,0
-3.9451684045751154,0
-4.364479562752997,0
-4.671951357041397,0
-5.060611432753834,0
-5.398250598403704,0
-5.609707361660428,0
-5.8004275004454815,0
-6.013218462163827,0
-6.040226460690757,0
-1.4604541625336498,1
-5.939135975608185,0
-1.934295302141029,1
-5.120114941094226,0
-4.74966225223468,0
-4.518677702966725,0
-4.083723397023533,0
-3.7540257272566624,0
-3.2422632804728106,0
-3.149539993389375,0
-3.083009044918323,0
-3.074625440402624,0
-3.1470525979262867,0
-3.1274996486109323,0
-3.4009564417326423,0
-3.7249911497811183,0
-3.9963061372911746,0
-4.393116249924622,0
-4.5614642277160335,0
-4.986063847255824,0
-5.382275826537468,0
-5.54477405374694,0
-5.851437955625462,0
-6.038027191192654,0
-5.882805786847182,0
-10.578119333173028,1
-5.844285349827507,0
-10.578119333173028,1
-5.288301880156414,0
-4.976744810569592,0
-4.430536683935113,0
-3.983758921217447,0
1.3491632488242664,1
2.063180842719702,1
-3.2823063044311116,0
-3.1099496293396207,0
-3.0473894516755085,0
-3.0913684316329526,0
-3.139120299205116,0
1.5317082551931311,1
1.6025091170927934,1
-3.951581029181659,0
-4.329921253168534,0
-4.756067124999603,0
-5.095444678819646,0
-5.3250235365017975,0
-5.618201075091855,0
-5.93055722205893,0
-5.965980953185841,0
-5.940686058389522,0
-6.051790170526836,0
-5.725739873824521,0
-5.576517440813948,0
-5.17983561100808,0
-4.930279267487945,0
-4.635366157549836,0
-4.249030852093934,0
-3.7737631178478246,0
-3.4537001534778433,0
-3.301331858629811,0
-3.0255207911489626,0
-3.1275739120277652,0
-3.0315251088055177,0
-3.233585636283167,0
1.4844006305875472,1
-3.6147672212125777,0
0.9622450805326459,1
-4.3408418154707995,0
-4.61252788965537,0
-5.0954537192412666,0
-5.319000970033818,0
-5.740497878263012,0
-5.817505265355397,0
-5.865313229543691,0
-6.1824134301519535,0
-5.986351918603015,0
-5.72321147871447,0
-5.542049062846258,0
-1.3891056954985632,1
-4.918333719750976,0
-4.493505765939521,0
-4.138640961907134,0
-3.689785834222935,0
-3.4540977778593556,0
-3.2081879120913346,0
-3.1043059980164474,0
-3.0395303741630295,0
-3.0590109879934424,0
-3.1131755106225967,0
-3.375803971897845,0
-3.596589007294053,0
-3.792158111074585,0
-4.025263835649257,1
-5.146219303926323,1
-5.840097672224443,1
-5.984775136901224,1
-5.130202071151295,1
-4.2366440991428185,1
-10.578119333173028,1
-3.1019995668182245,1
-3.679855756569159,1
-4.64756644545248,1
-5.502301105860715,0
-5.239063050813213,0
-4.810829412158515,0
-4.665835148175567,0
-4.109294077394576,0
-3.719554599305887,0
-3.5840733095404573,0
-3.1477265585064496,0
-3.0480279949951914,0
-3.034106500900152,0
-2.9791104839490012,0
5.200204959867633,1
-3.330590166706945,0
-3.5997055775887663,0
-3.982265238438522,0
-4.3757384773634005,0
-4.625724664105654,0
-5.116393115970176,0
-5.376310410647266,0
-2.0537042676579236,1
-5.821317091768053,0
-5.948406218196517,0
-5.919224596823064,0
-5.96483600435683,0
-5.786732508400025,0
-5.600227937576692,0
-10.578119333173028,1
-4.844737293768905,0
-4.443225853751606,0
-4.19612756856603,0
-3.7121490448394763,0
-3.371506501696591,0
-3.2025004940051858,0
-2.932655539615414,0
-3.0609940972903598,0
1.0312169871360781,1
-3.2761634399687987,0
-3.232026812474623,0
-3.569244697334746,0
-3.951982021291297,0
-4.291002502679564,0
-4.772411528893862,0
-4.868755430555758,0
-10.578119333173028,1
-5.647565254568317,0
-1.840570952565717,1
-5.9373551837127785,0
-5.980248790821472,0
-5.985870358601131,0
-5.731131761467818,0
-5.385668821657385,0
-5.121724007690943,0
-4.753545833749303,0
-4.538341175732338,0
-4.201185530772092,0
-3.786803507854904,0
-3.468999972685303,0
-3.15144374786166,0
-3.200350072785877,0
-3.2885904145766123,1
-3.3236637249946783,1
-3.243652973172101,1
-3.2638726129390374,1
-3.3270295434252297,1
-3.2572567420398,1
-3.3384376296642806,1
-5.721036081342977,1
-5.689747059844635,1
-5.5617745607490665,1
-5.530593249766985,0
-5.876709930051312,0
-6.0861665975768915,0
-6.015470822448851,0
-5.947039042173806,0
-10.578119333173028,1
-5.53089277388187,0
-5.23995060091821,0
-4.820819353386284,0
-4.361328292879087,0
-4.042472792036605,0
-3.797536140639032,0
-3.5561687842625727,0
5.200204959867633,1
-3.0689738430061766,0
-3.001915210464121,0
-3.0283785054402204,0
-3.1279030642433794,0
-3.355057166730621,0
-3.6613467720773336,0
-3.9888275915660216,0
-4.3144566449197725,0
-4.728756708181493,0
-5.105650262727828,0
-5.373695611361818,0
-5.6748931554702615,0
-5.744441104555326,0
-6.172253611722512,0
-10.578119333173028,1
-5.833128385005406,0
-5.921996155683617,0
-1.618990752998747,1
-5.250488576102235,0
-4.978598207851116,0
-4.558336251569294,0
-4.210258357662656,0
-3.6459492055906395,0
-3.4030034616209113,0
-3.1381414796224085,0
-3.0192898207540164,0
-3.087638790198884,0
-3.065908143877955,0
-3.1060563292088794,0
-3.4358897215032274,0
-3.564847239298363,0
-3.965837575834861,0
-4.340111710219759,0
-4.63467785273121,0
-5.018867080665556,0
-10.578119333173028,1
-5.5688201289113834,0
-5.938320328269025,0
-5.927235705572219,0
-1.4525574982947784,1
-1.949800757391273,1
-2.242031911584865,1
-2.620654177121918,1
-2.653328484712061,1
-2.8869024909804937,1
-3.0392042265388954,1
-3.0482894773149427,1
-3.3301952656381095,1
-3.5788139383342306,1
-7.794632373474036,1
-7.777848401837828,1
5.200204959867633,1
-7.816579095206274,1
-7.808853316359849,1
-7.870382954055486,1
-7.8212169135196286,1
-8.45506665436329,0
-8.852869081164222,0
-9.158064641770077,0
-9.555009431708882,0
-9.798930237287488,0
-10.14720279051403,0
-10.345967946589395,0
-10.500701792009071,0
-10.501311014421486,0
-10.403499641775817,0
-10.394754517702264,0
-10.127934565550941,0
-9.666885704100865,0
-9.360219922887664,0
-0.032034089626799635,1
-8.625582624272795,0
-8.251300860945305,0
-8.013661317130158,0
-7.791880966152132,0
-7.5587268314249405,0
-7.576337865678719,0
-7.495950167228383,0
-7.77045319161882,0
-7.767043463036894,0
-8.08287731038033,0
-8.42861094089944,0
-8.738298325857647,0
-9.063089267011756,0
-9.476109074150669,0
-10.01974344578861,0
-10.251738136668866,0
-10.404101972026217,0
-10.47147404732722,0
-10.458215666107222,0
-10.48101556042924,0
-10.252484380917231,0
-10.083474378819535,0
-9.768494346376956,0
-9.478534413010866,0
-9.069242493458308,0
-8.728341514673915,0
-8.350559982820721,0
5.200204959867633,1
-7.804713028409372,0
-7.375986570694459,0
-10.457638069667986,1
-10.262556033965303,1
-9.357053801049478,1
-8.283941254816499,1
-7.541026063547685,1
-7.685854640415996,1
-8.363098913763958,1
-9.516663095720897,1
-10.345939139357714,1
-10.47889851724044,1
-2.0807495499846724,1
-10.224430531026364,0
-10.52045340542712,0
-10.361106450792636,0
-10.373503379283566,0
-10.308676896445077,0
-9.979390078463865,0
-9.649688927430546,0
-10.0974902484352,1
-0.26773203437227544,1
-7.859423481291968,1
-7.453616459988146,1
-7.8375018431523,1
-8.861512456149512,1
-9.883236917230395,1
-10.350483590952468,1
-10.201342833870301,1
-9.357757909861704,1
-7.802245852241503,0
-8.037263567144693,0
-8.385269009381833,0
-8.777561643711405,0
-9.19326227870587,0
-9.676758899040747,0
-9.849456512003773,0
-10.140193287626468,0
-10.578119333173028,1
-10.56918701927956,0
-10.578119333173028,0
-10.347598310442756,0
-10.269458524792274,0
-9.975708106590075,0
-9.720506632942758,0
-9.370803120285089,0
-8.929628714551768,0
-8.665668523869014,0
-8.27016043057683,0
-8.007849987759844,0
-7.766095328804389,0
-7.596603134817418,0
-7.486299874485063,0
-7.562475270531727,0
-7.548577711882962,0
-7.9113256835028,0
-8.1323374948734,0
-8.480793000343573,0
-8.703476808327018,0
-9.173258242108112,0
-9.47479848856687,0
-9.993094906416498,0
-2.024675377001259,1
-10.290518269027277,0
-10.578119333173028,1
-10.417129064512505,0
-10.46538140820025,0
-10.160790830239101,0
-9.85440329962157,0
-9.749843403185544,0
-0.8650009927744613,1
-8.890996164216174,0
-8.508497258322897,0
-8.316583990883927,0
-8.004693352389147,0
-7.754641957411498,0
-7.674249013884838,0
-7.571858803343906,0
-7.601879681413373,0
-7.70034423868379,0
-7.846831502390325,0
-8.100756016621068,0
-8.331525634011925,0
-8.886876702708967,0
-0.26633383665985805,1
-9.56823599234394,0
-9.885387656662667,0
-10.105158402251194,0
-10.441444730316213,0
-10.44475014512923,0
-10.484556177026427,0
-10.578119333173028,1
-10.244804239959926,0
-9.84267314839969,0
-9.77046100997141,0
-9.412859602372388,0
-9.046735539481848,0
-8.66862595318971,0
-8.325173523395412,0
-7.884003101273883,0
5.200204959867633,1
-7.616221197588475,0
-7.56538657534041,0
-7.491212957177989,0
-7.684176149622058,0
-7.7967602495046595,0
-8.103102894997466,0
-8.561493979597781,0
-8.695937259553816,0
-9.053309024864294,0
-9.598145980813365,0
-9.910755495433907,0
-10.134329959859327,0
-10.332156319450018,0
-10.424040055642573,0
-10.34627475223493,0
-1.165988637240729,1
-10.32636418159339,0
-10.130269600994119,0
-9.777450264148197,0
-9.375519353712818,0
0.32288546941074175,1
5.200204959867633,1
-8.260585392474496,0
-7.974411058312398,0
5.200204959867633,1
-7.383895293616739,0
-7.542775065326616,0
-7.563277082095839,0
-7.564447355520791,0
-7.793088274114356,0
-7.979819072131086,0
-8.404018557073552,0
-8.838947056462608,0
-9.143700738044545,0
-1.0550449276188785,1
-9.820141714848914,0
-10.117724311830653,0
-10.277239976979844,0
-10.385733706809612,0
-10.393378168314593,0
-10.3779315328735,0
-10.279025744276765,0
-10.015817132410524,0
-1.1758414570096754,1
-9.434305006071316,0
-8.972349501834504,0
-8.656465580177265,0
-8.275213627127293,0
-7.877295451411419,0
-7.719175681645473,0
-7.569932484445559,0
-7.604949117931086,0
-7.470600106454932,0
1.4056518922846042,1
1.8180139684115737,1
1.8585945108172286,1
2.0686231036017872,1
2.2067036266247593,1
-10.578119333173028,1
2.440666006043962,1
-10.578119333173028,1
2.889822374065033,1
3.156755105537691,1
-10.578119333173028,1
-5.9824833431750335,0
-5.846062393203239,0
-1.5739386866414808,1
-5.516847933331999,0
-5.275139572273009,0
-4.783406333577899,0
-4.614239017858786,0
-4.16888430779807,0
-3.749078598217558,0
-3.3557650389143827,0
-3.238439381327435,0
-3.115055190059257,0
5.200204959867633,1
-3.1351701664381864,0
5.200204959867633,1
-3.311229052082316,0
-3.6559761883877506,0
-4.024405632257821,0
-4.2588734161061055,0
-4.6697147968136505,0
-5.09449272633228,0
-5.47770070833905,0
-5.590335564542677,0
-5.808475490352141,0
-5.980869065876487,0
-5.858542317938831,0
-6.006841131917193,0
-5.88090627607237,0
-5.5787137641341005,0
-5.226049462379226,0
-4.8547843720480515,0
-4.518092704339217,0
-4.1005610145141205,0
-3.8712349456617083,0
2.2424961976717035,1
-3.2396694501264207,0
1.917820983080329,1
-2.9772555063792625,0
-2.992312632470436,0
-3.10002687528357,0
-3.310651993835023,0
-3.5701179145712487,0
-3.848126731213055,0
-4.297261061925958,0
-4.634824568527318,0
-5.058917006098579,0
-5.27366908728003,0
-5.70649928681814,0
-5.722170046230733,0
-5.976442722391361,0
-6.104348225301258,0
-5.916976943324418,0
-5.817570762563625,0
-5.463772392718877,0
-5.271577309600232,0
-10.578119333173028,1
-4.641715554820898,0
-4.160888143196363,0
5.200204959867633,1
-3.591972052868373,0
-3.17647701253615,0
-3.014480213658448,0
-2.9710505902237205,0
-3.0990923346416626,0
-3.14633777301162,0
-3.344500326268121,0
-3.7051994732507616,0
-3.83505829834046,0
-4.246197977860403,0
-4.704572163383691,0
-5.050170391102455,0
-10.578119333173028,1
-5.808899979295521,0
-5.875778882388076,0
-6.024579694692871,0
-6.072161593384525,0
-10.578119333173028,1
-5.631665398739289,0
-5.478757444297997,0
-0.806759361082799,1
-4.830091122145561,0
